real/dining table_114871.png,fake/glide_inpainting_val2017_114871_up.png,mask/dining table_114871_mask.png
real/umbrella_540280.png,fake/glide_inpainting_val2017_540280_up.png,mask/umbrella_540280_mask.png
real/boat_156372.png,fake/glide_inpainting_val2017_156372_up.png,mask/boat_156372_mask.png
real/elephant_167128.png,fake/glide_inpainting_val2017_167128_up.png,mask/elephant_167128_mask.png
real/airplane_452122.png,fake/glide_inpainting_val2017_452122_up.png,mask/airplane_452122_mask.png
real/tv_131131.png,fake/glide_inpainting_val2017_131131_up.png,mask/tv_131131_mask.png
real/clock_140929.png,fake/glide_inpainting_val2017_140929_up.png,mask/clock_140929_mask.png
real/wine glass_567825.png,fake/glide_inpainting_val2017_567825_up.png,mask/wine glass_567825_mask.png
real/banana_28809.png,fake/glide_inpainting_val2017_28809_up.png,mask/banana_28809_mask.png
real/sandwich_91779.png,fake/glide_inpainting_val2017_91779_up.png,mask/sandwich_91779_mask.png
real/bus_423519.png,fake/glide_inpainting_val2017_423519_up.png,mask/bus_423519_mask.png
real/boat_451090.png,fake/glide_inpainting_val2017_451090_up.png,mask/boat_451090_mask.png
real/tv_357941.png,fake/glide_inpainting_val2017_357941_up.png,mask/tv_357941_mask.png
real/giraffe_288882.png,fake/glide_inpainting_val2017_288882_up.png,mask/giraffe_288882_mask.png
real/stop sign_252332.png,fake/glide_inpainting_val2017_252332_up.png,mask/stop sign_252332_mask.png
real/donut_148957.png,fake/glide_inpainting_val2017_148957_up.png,mask/donut_148957_mask.png
real/stop sign_104198.png,fake/glide_inpainting_val2017_104198_up.png,mask/stop sign_104198_mask.png
real/donut_109798.png,fake/glide_inpainting_val2017_109798_up.png,mask/donut_109798_mask.png
real/dog_261161.png,fake/glide_inpainting_val2017_261161_up.png,mask/dog_261161_mask.png
real/teddy bear_35963.png,fake/glide_inpainting_val2017_35963_up.png,mask/teddy bear_35963_mask.png
real/stop sign_172856.png,fake/glide_inpainting_val2017_172856_up.png,mask/stop sign_172856_mask.png
real/donut_405432.png,fake/glide_inpainting_val2017_405432_up.png,mask/donut_405432_mask.png
real/sheep_44699.png,fake/glide_inpainting_val2017_44699_up.png,mask/sheep_44699_mask.png
real/frisbee_139883.png,fake/glide_inpainting_val2017_139883_up.png,mask/frisbee_139883_mask.png
real/fire hydrant_384616.png,fake/glide_inpainting_val2017_384616_up.png,mask/fire hydrant_384616_mask.png
real/knife_277051.png,fake/glide_inpainting_val2017_277051_up.png,mask/knife_277051_mask.png
real/kite_85665.png,fake/glide_inpainting_val2017_85665_up.png,mask/kite_85665_mask.png
real/vase_176232.png,fake/glide_inpainting_val2017_176232_up.png,mask/vase_176232_mask.png
real/suitcase_485424.png,fake/glide_inpainting_val2017_485424_up.png,mask/suitcase_485424_mask.png
real/wine glass_304984.png,fake/glide_inpainting_val2017_304984_up.png,mask/wine glass_304984_mask.png
real/orange_369370.png,fake/glide_inpainting_val2017_369370_up.png,mask/orange_369370_mask.png
real/laptop_222299.png,fake/glide_inpainting_val2017_222299_up.png,mask/laptop_222299_mask.png
real/clock_392228.png,fake/glide_inpainting_val2017_392228_up.png,mask/clock_392228_mask.png
real/mouse_15497.png,fake/glide_inpainting_val2017_15497_up.png,mask/mouse_15497_mask.png
real/traffic light_269942.png,fake/glide_inpainting_val2017_269942_up.png,mask/traffic light_269942_mask.png
real/stop sign_222094.png,fake/glide_inpainting_val2017_222094_up.png,mask/stop sign_222094_mask.png
real/orange_104669.png,fake/glide_inpainting_val2017_104669_up.png,mask/orange_104669_mask.png
real/orange_136772.png,fake/glide_inpainting_val2017_136772_up.png,mask/orange_136772_mask.png
real/airplane_525322.png,fake/glide_inpainting_val2017_525322_up.png,mask/airplane_525322_mask.png
real/scissors_550322.png,fake/glide_inpainting_val2017_550322_up.png,mask/scissors_550322_mask.png
real/elephant_535156.png,fake/glide_inpainting_val2017_535156_up.png,mask/elephant_535156_mask.png
real/sandwich_120853.png,fake/glide_inpainting_val2017_120853_up.png,mask/sandwich_120853_mask.png
real/train_134722.png,fake/glide_inpainting_val2017_134722_up.png,mask/train_134722_mask.png
real/train_232538.png,fake/glide_inpainting_val2017_232538_up.png,mask/train_232538_mask.png
real/suitcase_432468.png,fake/glide_inpainting_val2017_432468_up.png,mask/suitcase_432468_mask.png
real/elephant_268375.png,fake/glide_inpainting_val2017_268375_up.png,mask/elephant_268375_mask.png
real/motorcycle_276284.png,fake/glide_inpainting_val2017_276284_up.png,mask/motorcycle_276284_mask.png
real/traffic light_284762.png,fake/glide_inpainting_val2017_284762_up.png,mask/traffic light_284762_mask.png
real/teddy bear_534601.png,fake/glide_inpainting_val2017_534601_up.png,mask/teddy bear_534601_mask.png
real/donut_349152.png,fake/glide_inpainting_val2017_349152_up.png,mask/donut_349152_mask.png
real/motorcycle_70774.png,fake/glide_inpainting_val2017_70774_up.png,mask/motorcycle_70774_mask.png
real/tv_555009.png,fake/glide_inpainting_val2017_555009_up.png,mask/tv_555009_mask.png
real/remote_430286.png,fake/glide_inpainting_val2017_430286_up.png,mask/remote_430286_mask.png
real/bus_452321.png,fake/glide_inpainting_val2017_452321_up.png,mask/bus_452321_mask.png
real/banana_348708.png,fake/glide_inpainting_val2017_348708_up.png,mask/banana_348708_mask.png
real/donut_238866.png,fake/glide_inpainting_val2017_238866_up.png,mask/donut_238866_mask.png
real/microwave_426253.png,fake/glide_inpainting_val2017_426253_up.png,mask/microwave_426253_mask.png
real/bird_229997.png,fake/glide_inpainting_val2017_229997_up.png,mask/bird_229997_mask.png
real/cell phone_446207.png,fake/glide_inpainting_val2017_446207_up.png,mask/cell phone_446207_mask.png
real/bear_285.png,fake/glide_inpainting_val2017_285_up.png,mask/bear_285_mask.png
real/train_338986.png,fake/glide_inpainting_val2017_338986_up.png,mask/train_338986_mask.png
real/giraffe_286849.png,fake/glide_inpainting_val2017_286849_up.png,mask/giraffe_286849_mask.png
real/vase_530457.png,fake/glide_inpainting_val2017_530457_up.png,mask/vase_530457_mask.png
real/sink_223789.png,fake/glide_inpainting_val2017_223789_up.png,mask/sink_223789_mask.png
real/zebra_291861.png,fake/glide_inpainting_val2017_291861_up.png,mask/zebra_291861_mask.png
real/toilet_423971.png,fake/glide_inpainting_val2017_423971_up.png,mask/toilet_423971_mask.png
real/broccoli_562197.png,fake/glide_inpainting_val2017_562197_up.png,mask/broccoli_562197_mask.png
real/pizza_476787.png,fake/glide_inpainting_val2017_476787_up.png,mask/pizza_476787_mask.png
real/elephant_245915.png,fake/glide_inpainting_val2017_245915_up.png,mask/elephant_245915_mask.png
real/sandwich_434297.png,fake/glide_inpainting_val2017_434297_up.png,mask/sandwich_434297_mask.png
real/cat_545826.png,fake/glide_inpainting_val2017_545826_up.png,mask/cat_545826_mask.png
real/sheep_295231.png,fake/glide_inpainting_val2017_295231_up.png,mask/sheep_295231_mask.png
real/horse_49269.png,fake/glide_inpainting_val2017_49269_up.png,mask/horse_49269_mask.png
real/teddy bear_50844.png,fake/glide_inpainting_val2017_50844_up.png,mask/teddy bear_50844_mask.png
real/scissors_348012.png,fake/glide_inpainting_val2017_348012_up.png,mask/scissors_348012_mask.png
real/oven_138856.png,fake/glide_inpainting_val2017_138856_up.png,mask/oven_138856_mask.png
real/pizza_351331.png,fake/glide_inpainting_val2017_351331_up.png,mask/pizza_351331_mask.png
real/bowl_209142.png,fake/glide_inpainting_val2017_209142_up.png,mask/bowl_209142_mask.png
real/toilet_348216.png,fake/glide_inpainting_val2017_348216_up.png,mask/toilet_348216_mask.png
real/suitcase_443303.png,fake/glide_inpainting_val2017_443303_up.png,mask/suitcase_443303_mask.png
real/banana_312406.png,fake/glide_inpainting_val2017_312406_up.png,mask/banana_312406_mask.png
real/stop sign_126592.png,fake/glide_inpainting_val2017_126592_up.png,mask/stop sign_126592_mask.png
real/boat_267940.png,fake/glide_inpainting_val2017_267940_up.png,mask/boat_267940_mask.png
real/chair_274687.png,fake/glide_inpainting_val2017_274687_up.png,mask/chair_274687_mask.png
real/orange_509131.png,fake/glide_inpainting_val2017_509131_up.png,mask/orange_509131_mask.png
real/umbrella_203580.png,fake/glide_inpainting_val2017_203580_up.png,mask/umbrella_203580_mask.png
real/traffic light_88218.png,fake/glide_inpainting_val2017_88218_up.png,mask/traffic light_88218_mask.png
real/bird_402519.png,fake/glide_inpainting_val2017_402519_up.png,mask/bird_402519_mask.png
real/broccoli_255912.png,fake/glide_inpainting_val2017_255912_up.png,mask/broccoli_255912_mask.png
real/surfboard_107554.png,fake/glide_inpainting_val2017_107554_up.png,mask/surfboard_107554_mask.png
real/stop sign_196754.png,fake/glide_inpainting_val2017_196754_up.png,mask/stop sign_196754_mask.png
real/refrigerator_156278.png,fake/glide_inpainting_val2017_156278_up.png,mask/refrigerator_156278_mask.png
real/truck_498286.png,fake/glide_inpainting_val2017_498286_up.png,mask/truck_498286_mask.png
real/sheep_154947.png,fake/glide_inpainting_val2017_154947_up.png,mask/sheep_154947_mask.png
real/donut_192904.png,fake/glide_inpainting_val2017_192904_up.png,mask/donut_192904_mask.png
real/parking meter_542625.png,fake/glide_inpainting_val2017_542625_up.png,mask/parking meter_542625_mask.png
real/boat_531495.png,fake/glide_inpainting_val2017_531495_up.png,mask/boat_531495_mask.png
real/broccoli_389381.png,fake/glide_inpainting_val2017_389381_up.png,mask/broccoli_389381_mask.png
real/bird_489046.png,fake/glide_inpainting_val2017_489046_up.png,mask/bird_489046_mask.png
real/fork_8277.png,fake/glide_inpainting_val2017_8277_up.png,mask/fork_8277_mask.png
real/umbrella_458663.png,fake/glide_inpainting_val2017_458663_up.png,mask/umbrella_458663_mask.png
real/clock_111179.png,fake/glide_inpainting_val2017_111179_up.png,mask/clock_111179_mask.png
real/refrigerator_488075.png,fake/glide_inpainting_val2017_488075_up.png,mask/refrigerator_488075_mask.png
real/baseball bat_292330.png,fake/glide_inpainting_val2017_292330_up.png,mask/baseball bat_292330_mask.png
real/bowl_2149.png,fake/glide_inpainting_val2017_2149_up.png,mask/bowl_2149_mask.png
real/scissors_546826.png,fake/glide_inpainting_val2017_546826_up.png,mask/scissors_546826_mask.png
real/motorcycle_524108.png,fake/glide_inpainting_val2017_524108_up.png,mask/motorcycle_524108_mask.png
real/sink_47121.png,fake/glide_inpainting_val2017_47121_up.png,mask/sink_47121_mask.png
real/suitcase_294855.png,fake/glide_inpainting_val2017_294855_up.png,mask/suitcase_294855_mask.png
real/train_364587.png,fake/glide_inpainting_val2017_364587_up.png,mask/train_364587_mask.png
real/keyboard_416256.png,fake/glide_inpainting_val2017_416256_up.png,mask/keyboard_416256_mask.png
real/cake_13597.png,fake/glide_inpainting_val2017_13597_up.png,mask/cake_13597_mask.png
real/elephant_475779.png,fake/glide_inpainting_val2017_475779_up.png,mask/elephant_475779_mask.png
real/giraffe_17031.png,fake/glide_inpainting_val2017_17031_up.png,mask/giraffe_17031_mask.png
real/horse_382088.png,fake/glide_inpainting_val2017_382088_up.png,mask/horse_382088_mask.png
real/bird_186938.png,fake/glide_inpainting_val2017_186938_up.png,mask/bird_186938_mask.png
real/fire hydrant_255718.png,fake/glide_inpainting_val2017_255718_up.png,mask/fire hydrant_255718_mask.png
real/fire hydrant_338191.png,fake/glide_inpainting_val2017_338191_up.png,mask/fire hydrant_338191_mask.png
real/orange_406570.png,fake/glide_inpainting_val2017_406570_up.png,mask/orange_406570_mask.png
real/bear_414261.png,fake/glide_inpainting_val2017_414261_up.png,mask/bear_414261_mask.png
real/dog_532575.png,fake/glide_inpainting_val2017_532575_up.png,mask/dog_532575_mask.png
real/train_508482.png,fake/glide_inpainting_val2017_508482_up.png,mask/train_508482_mask.png
real/refrigerator_537672.png,fake/glide_inpainting_val2017_537672_up.png,mask/refrigerator_537672_mask.png
real/motorcycle_153217.png,fake/glide_inpainting_val2017_153217_up.png,mask/motorcycle_153217_mask.png
real/oven_455267.png,fake/glide_inpainting_val2017_455267_up.png,mask/oven_455267_mask.png
real/broccoli_104612.png,fake/glide_inpainting_val2017_104612_up.png,mask/broccoli_104612_mask.png
real/toothbrush_160666.png,fake/glide_inpainting_val2017_160666_up.png,mask/toothbrush_160666_mask.png
real/bicycle_242287.png,fake/glide_inpainting_val2017_242287_up.png,mask/bicycle_242287_mask.png
real/suitcase_475678.png,fake/glide_inpainting_val2017_475678_up.png,mask/suitcase_475678_mask.png
real/fire hydrant_171050.png,fake/glide_inpainting_val2017_171050_up.png,mask/fire hydrant_171050_mask.png
real/donut_310200.png,fake/glide_inpainting_val2017_310200_up.png,mask/donut_310200_mask.png
real/pizza_520871.png,fake/glide_inpainting_val2017_520871_up.png,mask/pizza_520871_mask.png
real/cat_411665.png,fake/glide_inpainting_val2017_411665_up.png,mask/cat_411665_mask.png
real/bear_96960.png,fake/glide_inpainting_val2017_96960_up.png,mask/bear_96960_mask.png
real/zebra_504439.png,fake/glide_inpainting_val2017_504439_up.png,mask/zebra_504439_mask.png
real/zebra_110211.png,fake/glide_inpainting_val2017_110211_up.png,mask/zebra_110211_mask.png
real/umbrella_231088.png,fake/glide_inpainting_val2017_231088_up.png,mask/umbrella_231088_mask.png
real/cow_233567.png,fake/glide_inpainting_val2017_233567_up.png,mask/cow_233567_mask.png
real/hot dog_226130.png,fake/glide_inpainting_val2017_226130_up.png,mask/hot dog_226130_mask.png
real/suitcase_180296.png,fake/glide_inpainting_val2017_180296_up.png,mask/suitcase_180296_mask.png
real/truck_272049.png,fake/glide_inpainting_val2017_272049_up.png,mask/truck_272049_mask.png
real/bird_404568.png,fake/glide_inpainting_val2017_404568_up.png,mask/bird_404568_mask.png
real/bench_577182.png,fake/glide_inpainting_val2017_577182_up.png,mask/bench_577182_mask.png
real/laptop_343076.png,fake/glide_inpainting_val2017_343076_up.png,mask/laptop_343076_mask.png
real/bed_366199.png,fake/glide_inpainting_val2017_366199_up.png,mask/bed_366199_mask.png
real/fire hydrant_26926.png,fake/glide_inpainting_val2017_26926_up.png,mask/fire hydrant_26926_mask.png
real/teddy bear_80413.png,fake/glide_inpainting_val2017_80413_up.png,mask/teddy bear_80413_mask.png
real/sandwich_369771.png,fake/glide_inpainting_val2017_369771_up.png,mask/sandwich_369771_mask.png
real/boat_311518.png,fake/glide_inpainting_val2017_311518_up.png,mask/boat_311518_mask.png
real/car_141597.png,fake/glide_inpainting_val2017_141597_up.png,mask/car_141597_mask.png
real/tv_246308.png,fake/glide_inpainting_val2017_246308_up.png,mask/tv_246308_mask.png
real/fire hydrant_499768.png,fake/glide_inpainting_val2017_499768_up.png,mask/fire hydrant_499768_mask.png
real/teddy bear_219283.png,fake/glide_inpainting_val2017_219283_up.png,mask/teddy bear_219283_mask.png
real/knife_143998.png,fake/glide_inpainting_val2017_143998_up.png,mask/knife_143998_mask.png
real/cow_512648.png,fake/glide_inpainting_val2017_512648_up.png,mask/cow_512648_mask.png
real/airplane_545407.png,fake/glide_inpainting_val2017_545407_up.png,mask/airplane_545407_mask.png
real/parking meter_51961.png,fake/glide_inpainting_val2017_51961_up.png,mask/parking meter_51961_mask.png
real/boat_209972.png,fake/glide_inpainting_val2017_209972_up.png,mask/boat_209972_mask.png
real/couch_570456.png,fake/glide_inpainting_val2017_570456_up.png,mask/couch_570456_mask.png
real/microwave_571313.png,fake/glide_inpainting_val2017_571313_up.png,mask/microwave_571313_mask.png
real/tie_189436.png,fake/glide_inpainting_val2017_189436_up.png,mask/tie_189436_mask.png
real/orange_248980.png,fake/glide_inpainting_val2017_248980_up.png,mask/orange_248980_mask.png
real/toilet_138819.png,fake/glide_inpainting_val2017_138819_up.png,mask/toilet_138819_mask.png
real/tv_453722.png,fake/glide_inpainting_val2017_453722_up.png,mask/tv_453722_mask.png
real/orange_148707.png,fake/glide_inpainting_val2017_148707_up.png,mask/orange_148707_mask.png
real/fork_485972.png,fake/glide_inpainting_val2017_485972_up.png,mask/fork_485972_mask.png
real/sink_30213.png,fake/glide_inpainting_val2017_30213_up.png,mask/sink_30213_mask.png
real/teddy bear_478393.png,fake/glide_inpainting_val2017_478393_up.png,mask/teddy bear_478393_mask.png
real/cake_344795.png,fake/glide_inpainting_val2017_344795_up.png,mask/cake_344795_mask.png
real/umbrella_528980.png,fake/glide_inpainting_val2017_528980_up.png,mask/umbrella_528980_mask.png
real/fire hydrant_79034.png,fake/glide_inpainting_val2017_79034_up.png,mask/fire hydrant_79034_mask.png
real/bus_311909.png,fake/glide_inpainting_val2017_311909_up.png,mask/bus_311909_mask.png
real/bear_318080.png,fake/glide_inpainting_val2017_318080_up.png,mask/bear_318080_mask.png
real/fire hydrant_244019.png,fake/glide_inpainting_val2017_244019_up.png,mask/fire hydrant_244019_mask.png
real/orange_567898.png,fake/glide_inpainting_val2017_567898_up.png,mask/orange_567898_mask.png
real/cake_470121.png,fake/glide_inpainting_val2017_470121_up.png,mask/cake_470121_mask.png
real/parking meter_64495.png,fake/glide_inpainting_val2017_64495_up.png,mask/parking meter_64495_mask.png
real/stop sign_95899.png,fake/glide_inpainting_val2017_95899_up.png,mask/stop sign_95899_mask.png
real/toothbrush_521405.png,fake/glide_inpainting_val2017_521405_up.png,mask/toothbrush_521405_mask.png
real/train_210502.png,fake/glide_inpainting_val2017_210502_up.png,mask/train_210502_mask.png
real/cake_216636.png,fake/glide_inpainting_val2017_216636_up.png,mask/cake_216636_mask.png
real/refrigerator_243344.png,fake/glide_inpainting_val2017_243344_up.png,mask/refrigerator_243344_mask.png
real/giraffe_480842.png,fake/glide_inpainting_val2017_480842_up.png,mask/giraffe_480842_mask.png
real/zebra_320632.png,fake/glide_inpainting_val2017_320632_up.png,mask/zebra_320632_mask.png
real/suitcase_359855.png,fake/glide_inpainting_val2017_359855_up.png,mask/suitcase_359855_mask.png
real/chair_174231.png,fake/glide_inpainting_val2017_174231_up.png,mask/chair_174231_mask.png
real/car_172330.png,fake/glide_inpainting_val2017_172330_up.png,mask/car_172330_mask.png
real/car_10363.png,fake/glide_inpainting_val2017_10363_up.png,mask/car_10363_mask.png
real/train_478286.png,fake/glide_inpainting_val2017_478286_up.png,mask/train_478286_mask.png
real/fire hydrant_580757.png,fake/glide_inpainting_val2017_580757_up.png,mask/fire hydrant_580757_mask.png
real/elephant_83113.png,fake/glide_inpainting_val2017_83113_up.png,mask/elephant_83113_mask.png
real/elephant_259625.png,fake/glide_inpainting_val2017_259625_up.png,mask/elephant_259625_mask.png
real/pizza_532129.png,fake/glide_inpainting_val2017_532129_up.png,mask/pizza_532129_mask.png
real/banana_548506.png,fake/glide_inpainting_val2017_548506_up.png,mask/banana_548506_mask.png
real/motorcycle_572956.png,fake/glide_inpainting_val2017_572956_up.png,mask/motorcycle_572956_mask.png
real/boat_328286.png,fake/glide_inpainting_val2017_328286_up.png,mask/boat_328286_mask.png
real/bear_132622.png,fake/glide_inpainting_val2017_132622_up.png,mask/bear_132622_mask.png
real/elephant_57027.png,fake/glide_inpainting_val2017_57027_up.png,mask/elephant_57027_mask.png
real/parking meter_369751.png,fake/glide_inpainting_val2017_369751_up.png,mask/parking meter_369751_mask.png
real/parking meter_458702.png,fake/glide_inpainting_val2017_458702_up.png,mask/parking meter_458702_mask.png
real/horse_51309.png,fake/glide_inpainting_val2017_51309_up.png,mask/horse_51309_mask.png
real/zebra_31269.png,fake/glide_inpainting_val2017_31269_up.png,mask/zebra_31269_mask.png
real/teddy bear_199681.png,fake/glide_inpainting_val2017_199681_up.png,mask/teddy bear_199681_mask.png
real/banana_581781.png,fake/glide_inpainting_val2017_581781_up.png,mask/banana_581781_mask.png
real/sandwich_293044.png,fake/glide_inpainting_val2017_293044_up.png,mask/sandwich_293044_mask.png
real/spoon_91654.png,fake/glide_inpainting_val2017_91654_up.png,mask/spoon_91654_mask.png
real/broccoli_50331.png,fake/glide_inpainting_val2017_50331_up.png,mask/broccoli_50331_mask.png
real/suitcase_534664.png,fake/glide_inpainting_val2017_534664_up.png,mask/suitcase_534664_mask.png
real/sheep_290592.png,fake/glide_inpainting_val2017_290592_up.png,mask/sheep_290592_mask.png
real/horse_88265.png,fake/glide_inpainting_val2017_88265_up.png,mask/horse_88265_mask.png
real/sandwich_183965.png,fake/glide_inpainting_val2017_183965_up.png,mask/sandwich_183965_mask.png
real/dog_546829.png,fake/glide_inpainting_val2017_546829_up.png,mask/dog_546829_mask.png
real/umbrella_416991.png,fake/glide_inpainting_val2017_416991_up.png,mask/umbrella_416991_mask.png
real/giraffe_393282.png,fake/glide_inpainting_val2017_393282_up.png,mask/giraffe_393282_mask.png
real/mouse_409630.png,fake/glide_inpainting_val2017_409630_up.png,mask/mouse_409630_mask.png
real/knife_189451.png,fake/glide_inpainting_val2017_189451_up.png,mask/knife_189451_mask.png
real/chair_213224.png,fake/glide_inpainting_val2017_213224_up.png,mask/chair_213224_mask.png
real/horse_384513.png,fake/glide_inpainting_val2017_384513_up.png,mask/horse_384513_mask.png
real/microwave_365766.png,fake/glide_inpainting_val2017_365766_up.png,mask/microwave_365766_mask.png
real/scissors_324715.png,fake/glide_inpainting_val2017_324715_up.png,mask/scissors_324715_mask.png
real/mouse_248314.png,fake/glide_inpainting_val2017_248314_up.png,mask/mouse_248314_mask.png
real/bird_544811.png,fake/glide_inpainting_val2017_544811_up.png,mask/bird_544811_mask.png
real/fork_105014.png,fake/glide_inpainting_val2017_105014_up.png,mask/fork_105014_mask.png
real/umbrella_526103.png,fake/glide_inpainting_val2017_526103_up.png,mask/umbrella_526103_mask.png
